filename,sample_id,design_name,macro_count,clock,utilization,macro_placement,power_mesh,filler_insertion
799-RISCY-a-2-c2-u0.75-m4-p8-f0,799,RISCY-a,2,2,0.75,4,8,0
1137-RISCY-a-2-c5-u0.8-m2-p2-f1,1137,RISCY-a,2,5,0.8,2,2,1
1194-RISCY-a-2-c5-u0.9-m3-p4-f1,1194,RISCY-a,2,5,0.9,3,4,1
803-RISCY-a-2-c2-u0.8-m1-p4-f0,803,RISCY-a,2,2,0.8,1,4,0
782-RISCY-a-2-c2-u0.75-m2-p7-f0,782,RISCY-a,2,2,0.75,2,7,0
1160-RISCY-a-2-c5-u0.85-m2-p1-f1,1160,RISCY-a,2,5,0.85,2,1,1
792-RISCY-a-2-c2-u0.75-m4-p1-f0,792,RISCY-a,2,2,0.75,4,1,0
833-RISCY-a-2-c2-u0.85-m4-p2-f0,833,RISCY-a,2,2,0.85,4,2,0
854-RISCY-a-2-c2-u0.7-m2-p7-f1,854,RISCY-a,2,2,0.7,2,7,1
836-RISCY-a-2-c2-u0.85-m4-p5-f0,836,RISCY-a,2,2,0.85,4,5,0
1068-RISCY-a-2-c5-u0.85-m2-p7-f0,1068,RISCY-a,2,5,0.85,2,7,0
951-RISCY-a-2-c2-u0.9-m3-p1-f1,951,RISCY-a,2,2,0.9,3,1,1
1231-RISCY-a-2-c20-u0.75-m2-p5-f0,1231,RISCY-a,2,20,0.75,2,5,0
822-RISCY-a-2-c2-u0.8-m4-p4-f0,822,RISCY-a,2,2,0.8,4,4,0
1273-RISCY-a-2-c20-u0.7-m2-p7-f1,1273,RISCY-a,2,20,0.7,2,7,1
1223-RISCY-a-2-c20-u0.75-m1-p5-f0,1223,RISCY-a,2,20,0.75,1,5,0
953-RISCY-a-2-c2-u0.9-m3-p3-f1,953,RISCY-a,2,2,0.9,3,3,1
1221-RISCY-a-2-c20-u0.75-m1-p3-f0,1221,RISCY-a,2,20,0.75,1,3,0
832-RISCY-a-2-c2-u0.85-m4-p1-f0,832,RISCY-a,2,2,0.85,4,1,0
814-RISCY-a-2-c2-u0.8-m3-p4-f0,814,RISCY-a,2,2,0.8,3,4,0
1319-RISCY-a-2-c20-u0.8-m2-p6-f1,1319,RISCY-a,2,20,0.8,2,6,1
995-RISCY-a-2-c5-u0.75-m1-p4-f0,995,RISCY-a,2,5,0.75,1,4,0
972-RISCY-a-2-c5-u0.7-m2-p5-f0,972,RISCY-a,2,5,0.7,2,5,0
1094-RISCY-a-2-c5-u0.7-m2-p7-f1,1094,RISCY-a,2,5,0.7,2,7,1
813-RISCY-a-2-c2-u0.8-m3-p3-f0,813,RISCY-a,2,2,0.8,3,3,0
1315-RISCY-a-2-c20-u0.8-m2-p2-f1,1315,RISCY-a,2,20,0.8,2,2,1
1124-RISCY-a-2-c5-u0.75-m3-p5-f1,1124,RISCY-a,2,5,0.75,3,5,1
1114-RISCY-a-2-c5-u0.75-m2-p3-f1,1114,RISCY-a,2,5,0.75,2,3,1
1126-RISCY-a-2-c5-u0.75-m3-p7-f1,1126,RISCY-a,2,5,0.75,3,7,1
1060-RISCY-a-2-c5-u0.85-m1-p7-f0,1060,RISCY-a,2,5,0.85,1,7,0
1200-RISCY-a-2-c20-u0.7-m1-p4-f0,1200,RISCY-a,2,20,0.7,1,4,0
1321-RISCY-a-2-c20-u0.8-m2-p8-f1,1321,RISCY-a,2,20,0.8,2,8,1
1050-RISCY-a-2-c5-u0.8-m4-p5-f0,1050,RISCY-a,2,5,0.8,4,5,0
1146-RISCY-a-2-c5-u0.8-m3-p3-f1,1146,RISCY-a,2,5,0.8,3,3,1
1236-RISCY-a-2-c20-u0.75-m3-p2-f0,1236,RISCY-a,2,20,0.75,3,2,0
1108-RISCY-a-2-c5-u0.75-m1-p5-f1,1108,RISCY-a,2,5,0.75,1,5,1
1247-RISCY-a-2-c20-u0.8-m2-p1-f0,1247,RISCY-a,2,20,0.8,2,1,0
1016-RISCY-a-2-c5-u0.75-m4-p2-f0,1016,RISCY-a,2,5,0.75,4,2,0
1107-RISCY-a-2-c5-u0.75-m1-p4-f1,1107,RISCY-a,2,5,0.75,1,4,1
861-RISCY-a-2-c2-u0.7-m3-p6-f1,861,RISCY-a,2,2,0.7,3,6,1
984-RISCY-a-2-c5-u0.7-m4-p1-f0,984,RISCY-a,2,5,0.7,4,1,0
757-RISCY-a-2-c2-u0.7-m3-p7-f0,757,RISCY-a,2,2,0.7,3,7,0
1239-RISCY-a-2-c20-u0.75-m3-p6-f0,1239,RISCY-a,2,20,0.75,3,6,0
1306-RISCY-a-2-c20-u0.75-m3-p8-f1,1306,RISCY-a,2,20,0.75,3,8,1
1335-RISCY-a-2-c20-u0.85-m1-p6-f1,1335,RISCY-a,2,20,0.85,1,6,1
773-RISCY-a-2-c2-u0.75-m1-p6-f0,773,RISCY-a,2,2,0.75,1,6,0
887-RISCY-a-2-c2-u0.75-m3-p8-f1,887,RISCY-a,2,2,0.75,3,8,1
1288-RISCY-a-2-c20-u0.75-m1-p6-f1,1288,RISCY-a,2,20,0.75,1,6,1
989-RISCY-a-2-c5-u0.7-m4-p6-f0,989,RISCY-a,2,5,0.7,4,6,0
1234-RISCY-a-2-c20-u0.75-m2-p8-f0,1234,RISCY-a,2,20,0.75,2,8,0
1119-RISCY-a-2-c5-u0.75-m2-p8-f1,1119,RISCY-a,2,5,0.75,2,8,1
748-RISCY-a-2-c2-u0.7-m2-p5-f0,748,RISCY-a,2,2,0.7,2,5,0
1145-RISCY-a-2-c5-u0.8-m3-p2-f1,1145,RISCY-a,2,5,0.8,3,2,1
932-RISCY-a-2-c2-u0.85-m3-p5-f1,932,RISCY-a,2,2,0.85,3,5,1
1075-RISCY-a-2-c5-u0.85-m4-p6-f0,1075,RISCY-a,2,5,0.85,4,6,0
1151-RISCY-a-2-c5-u0.8-m3-p8-f1,1151,RISCY-a,2,5,0.8,3,8,1
1233-RISCY-a-2-c20-u0.75-m2-p7-f0,1233,RISCY-a,2,20,0.75,2,7,0
1097-RISCY-a-2-c5-u0.7-m3-p2-f1,1097,RISCY-a,2,5,0.7,3,2,1
788-RISCY-a-2-c2-u0.75-m3-p5-f0,788,RISCY-a,2,2,0.75,3,5,0
779-RISCY-a-2-c2-u0.75-m2-p4-f0,779,RISCY-a,2,2,0.75,2,4,0
1047-RISCY-a-2-c5-u0.8-m4-p2-f0,1047,RISCY-a,2,5,0.8,4,2,0
772-RISCY-a-2-c2-u0.75-m1-p5-f0,772,RISCY-a,2,2,0.75,1,5,0
1043-RISCY-a-2-c5-u0.8-m3-p6-f0,1043,RISCY-a,2,5,0.8,3,6,0
983-RISCY-a-2-c5-u0.7-m3-p8-f0,983,RISCY-a,2,5,0.7,3,8,0
815-RISCY-a-2-c2-u0.8-m3-p5-f0,815,RISCY-a,2,2,0.8,3,5,0
1005-RISCY-a-2-c5-u0.75-m2-p6-f0,1005,RISCY-a,2,5,0.75,2,6,0
1304-RISCY-a-2-c20-u0.75-m3-p6-f1,1304,RISCY-a,2,20,0.75,3,6,1
965-RISCY-a-2-c5-u0.7-m1-p7-f0,965,RISCY-a,2,5,0.7,1,7,0
895-RISCY-a-2-c2-u0.8-m1-p8-f1,895,RISCY-a,2,2,0.8,1,8,1
778-RISCY-a-2-c2-u0.75-m2-p3-f0,778,RISCY-a,2,2,0.75,2,3,0
927-RISCY-a-2-c2-u0.85-m2-p8-f1,927,RISCY-a,2,2,0.85,2,8,1
1214-RISCY-a-2-c20-u0.7-m3-p4-f0,1214,RISCY-a,2,20,0.7,3,4,0
1008-RISCY-a-2-c5-u0.75-m3-p1-f0,1008,RISCY-a,2,5,0.75,3,1,0
894-RISCY-a-2-c2-u0.8-m1-p7-f1,894,RISCY-a,2,2,0.8,1,7,1
1086-RISCY-a-2-c5-u0.7-m1-p7-f1,1086,RISCY-a,2,5,0.7,1,7,1
831-RISCY-a-2-c2-u0.85-m1-p8-f0,831,RISCY-a,2,2,0.85,1,8,0
1261-RISCY-a-2-c20-u0.7-m1-p3-f1,1261,RISCY-a,2,20,0.7,1,3,1
1014-RISCY-a-2-c5-u0.75-m3-p8-f0,1014,RISCY-a,2,5,0.75,3,8,0
1128-RISCY-a-2-c5-u0.8-m1-p1-f1,1128,RISCY-a,2,5,0.8,1,1,1
1213-RISCY-a-2-c20-u0.7-m3-p2-f0,1213,RISCY-a,2,20,0.7,3,2,0
1018-RISCY-a-2-c5-u0.75-m4-p4-f0,1018,RISCY-a,2,5,0.75,4,4,0
1100-RISCY-a-2-c5-u0.7-m3-p5-f1,1100,RISCY-a,2,5,0.7,3,5,1
1363-RISCY-a-2-c20-u0.9-m3-p2-f1,1363,RISCY-a,2,20,0.9,3,2,1
934-RISCY-a-2-c2-u0.85-m3-p7-f1,934,RISCY-a,2,2,0.85,3,7,1
1142-RISCY-a-2-c5-u0.8-m2-p7-f1,1142,RISCY-a,2,5,0.8,2,7,1
762-RISCY-a-2-c2-u0.7-m4-p4-f0,762,RISCY-a,2,2,0.7,4,4,0
974-RISCY-a-2-c5-u0.7-m2-p7-f0,974,RISCY-a,2,5,0.7,2,7,0
1071-RISCY-a-2-c5-u0.85-m4-p2-f0,1071,RISCY-a,2,5,0.85,4,2,0
1303-RISCY-a-2-c20-u0.75-m3-p5-f1,1303,RISCY-a,2,20,0.75,3,5,1
1032-RISCY-a-2-c5-u0.8-m2-p2-f0,1032,RISCY-a,2,5,0.8,2,2,0
1002-RISCY-a-2-c5-u0.75-m2-p3-f0,1002,RISCY-a,2,5,0.75,2,3,0
1063-RISCY-a-2-c5-u0.85-m2-p2-f0,1063,RISCY-a,2,5,0.85,2,2,0
1227-RISCY-a-2-c20-u0.75-m2-p1-f0,1227,RISCY-a,2,20,0.75,2,1,0
1041-RISCY-a-2-c5-u0.8-m3-p4-f0,1041,RISCY-a,2,5,0.8,3,4,0
1182-RISCY-a-2-c5-u0.9-m1-p8-f1,1182,RISCY-a,2,5,0.9,1,8,1
798-RISCY-a-2-c2-u0.75-m4-p7-f0,798,RISCY-a,2,2,0.75,4,7,0
1301-RISCY-a-2-c20-u0.75-m3-p3-f1,1301,RISCY-a,2,20,0.75,3,3,1
1192-RISCY-a-2-c5-u0.9-m3-p2-f1,1192,RISCY-a,2,5,0.9,3,2,1
1275-RISCY-a-2-c20-u0.7-m3-p1-f1,1275,RISCY-a,2,20,0.7,3,1,1
952-RISCY-a-2-c2-u0.9-m3-p2-f1,952,RISCY-a,2,2,0.9,3,2,1
1289-RISCY-a-2-c20-u0.75-m1-p7-f1,1289,RISCY-a,2,20,0.75,1,7,1
968-RISCY-a-2-c5-u0.7-m2-p1-f0,968,RISCY-a,2,5,0.7,2,1,0
1037-RISCY-a-2-c5-u0.8-m2-p7-f0,1037,RISCY-a,2,5,0.8,2,7,0
1368-RISCY-a-2-c20-u0.9-m3-p8-f1,1368,RISCY-a,2,20,0.9,3,8,1
790-RISCY-a-2-c2-u0.75-m3-p7-f0,790,RISCY-a,2,2,0.75,3,7,0
1099-RISCY-a-2-c5-u0.7-m3-p4-f1,1099,RISCY-a,2,5,0.7,3,4,1
1322-RISCY-a-2-c20-u0.8-m3-p1-f1,1322,RISCY-a,2,20,0.8,3,1,1
903-RISCY-a-2-c2-u0.8-m2-p8-f1,903,RISCY-a,2,2,0.8,2,8,1
986-RISCY-a-2-c5-u0.7-m4-p3-f0,986,RISCY-a,2,5,0.7,4,3,0
1355-RISCY-a-2-c20-u0.9-m1-p4-f1,1355,RISCY-a,2,20,0.9,1,4,1
905-RISCY-a-2-c2-u0.8-m3-p2-f1,905,RISCY-a,2,2,0.8,3,2,1
740-RISCY-a-2-c2-u0.7-m1-p4-f0,740,RISCY-a,2,2,0.7,1,4,0
897-RISCY-a-2-c2-u0.8-m2-p2-f1,897,RISCY-a,2,2,0.8,2,2,1
1138-RISCY-a-2-c5-u0.8-m2-p3-f1,1138,RISCY-a,2,5,0.8,2,3,1
1352-RISCY-a-2-c20-u0.85-m3-p7-f1,1352,RISCY-a,2,20,0.85,3,7,1
804-RISCY-a-2-c2-u0.8-m1-p5-f0,804,RISCY-a,2,2,0.8,1,5,0
885-RISCY-a-2-c2-u0.75-m3-p6-f1,885,RISCY-a,2,2,0.75,3,6,1
999-RISCY-a-2-c5-u0.75-m1-p8-f0,999,RISCY-a,2,5,0.75,1,8,0
921-RISCY-a-2-c2-u0.85-m2-p2-f1,921,RISCY-a,2,2,0.85,2,2,1
809-RISCY-a-2-c2-u0.8-m2-p4-f0,809,RISCY-a,2,2,0.8,2,4,0
1048-RISCY-a-2-c5-u0.8-m4-p3-f0,1048,RISCY-a,2,5,0.8,4,3,0
1113-RISCY-a-2-c5-u0.75-m2-p2-f1,1113,RISCY-a,2,5,0.75,2,2,1
1225-RISCY-a-2-c20-u0.75-m1-p7-f0,1225,RISCY-a,2,20,0.75,1,7,0
923-RISCY-a-2-c2-u0.85-m2-p4-f1,923,RISCY-a,2,2,0.85,2,4,1
1134-RISCY-a-2-c5-u0.8-m1-p7-f1,1134,RISCY-a,2,5,0.8,1,7,1
840-RISCY-a-2-c2-u0.7-m1-p1-f1,840,RISCY-a,2,2,0.7,1,1,1
908-RISCY-a-2-c2-u0.8-m3-p5-f1,908,RISCY-a,2,2,0.8,3,5,1
1330-RISCY-a-2-c20-u0.85-m1-p1-f1,1330,RISCY-a,2,20,0.85,1,1,1
944-RISCY-a-2-c2-u0.9-m2-p2-f1,944,RISCY-a,2,2,0.9,2,2,1
761-RISCY-a-2-c2-u0.7-m4-p3-f0,761,RISCY-a,2,2,0.7,4,3,0
1077-RISCY-a-2-c5-u0.85-m4-p8-f0,1077,RISCY-a,2,5,0.85,4,8,0
1249-RISCY-a-2-c20-u0.8-m2-p3-f0,1249,RISCY-a,2,20,0.8,2,3,0
770-RISCY-a-2-c2-u0.75-m1-p3-f0,770,RISCY-a,2,2,0.75,1,3,0
1307-RISCY-a-2-c20-u0.8-m1-p1-f1,1307,RISCY-a,2,20,0.8,1,1,1
1159-RISCY-a-2-c5-u0.85-m1-p8-f1,1159,RISCY-a,2,5,0.85,1,8,1
764-RISCY-a-2-c2-u0.7-m4-p6-f0,764,RISCY-a,2,2,0.7,4,6,0
1209-RISCY-a-2-c20-u0.7-m2-p6-f0,1209,RISCY-a,2,20,0.7,2,6,0
1284-RISCY-a-2-c20-u0.75-m1-p2-f1,1284,RISCY-a,2,20,0.75,1,2,1
919-RISCY-a-2-c2-u0.85-m1-p8-f1,919,RISCY-a,2,2,0.85,1,8,1
910-RISCY-a-2-c2-u0.8-m3-p7-f1,910,RISCY-a,2,2,0.8,3,7,1
896-RISCY-a-2-c2-u0.8-m2-p1-f1,896,RISCY-a,2,2,0.8,2,1,1
1183-RISCY-a-2-c5-u0.9-m2-p1-f1,1183,RISCY-a,2,5,0.9,2,1,1
916-RISCY-a-2-c2-u0.85-m1-p5-f1,916,RISCY-a,2,2,0.85,1,5,1
886-RISCY-a-2-c2-u0.75-m3-p7-f1,886,RISCY-a,2,2,0.75,3,7,1
877-RISCY-a-2-c2-u0.75-m2-p6-f1,877,RISCY-a,2,2,0.75,2,6,1
1246-RISCY-a-2-c20-u0.8-m1-p8-f0,1246,RISCY-a,2,20,0.8,1,8,0
843-RISCY-a-2-c2-u0.7-m1-p4-f1,843,RISCY-a,2,2,0.7,1,4,1
1154-RISCY-a-2-c5-u0.85-m1-p3-f1,1154,RISCY-a,2,5,0.85,1,3,1
991-RISCY-a-2-c5-u0.7-m4-p8-f0,991,RISCY-a,2,5,0.7,4,8,0
753-RISCY-a-2-c2-u0.7-m3-p3-f0,753,RISCY-a,2,2,0.7,3,3,0
878-RISCY-a-2-c2-u0.75-m2-p7-f1,878,RISCY-a,2,2,0.75,2,7,1
1340-RISCY-a-2-c20-u0.85-m2-p3-f1,1340,RISCY-a,2,20,0.85,2,3,1
902-RISCY-a-2-c2-u0.8-m2-p7-f1,902,RISCY-a,2,2,0.8,2,7,1
1121-RISCY-a-2-c5-u0.75-m3-p2-f1,1121,RISCY-a,2,5,0.75,3,2,1
1171-RISCY-a-2-c5-u0.85-m3-p4-f1,1171,RISCY-a,2,5,0.85,3,4,1
949-RISCY-a-2-c2-u0.9-m2-p7-f1,949,RISCY-a,2,2,0.9,2,7,1
768-RISCY-a-2-c2-u0.75-m1-p2-f0,768,RISCY-a,2,2,0.75,1,2,0
1011-RISCY-a-2-c5-u0.75-m3-p6-f0,1011,RISCY-a,2,5,0.75,3,6,0
898-RISCY-a-2-c2-u0.8-m2-p3-f1,898,RISCY-a,2,2,0.8,2,3,1
1164-RISCY-a-2-c5-u0.85-m2-p5-f1,1164,RISCY-a,2,5,0.85,2,5,1
1342-RISCY-a-2-c20-u0.85-m2-p5-f1,1342,RISCY-a,2,20,0.85,2,5,1
1325-RISCY-a-2-c20-u0.8-m3-p4-f1,1325,RISCY-a,2,20,0.8,3,4,1
1003-RISCY-a-2-c5-u0.75-m2-p4-f0,1003,RISCY-a,2,5,0.75,2,4,0
1314-RISCY-a-2-c20-u0.8-m2-p1-f1,1314,RISCY-a,2,20,0.8,2,1,1
811-RISCY-a-2-c2-u0.8-m3-p1-f0,811,RISCY-a,2,2,0.8,3,1,0
1067-RISCY-a-2-c5-u0.85-m2-p6-f0,1067,RISCY-a,2,5,0.85,2,6,0
1254-RISCY-a-2-c20-u0.85-m3-p3-f0,1254,RISCY-a,2,20,0.85,3,3,0
1147-RISCY-a-2-c5-u0.8-m3-p4-f1,1147,RISCY-a,2,5,0.8,3,4,1
1019-RISCY-a-2-c5-u0.75-m4-p5-f0,1019,RISCY-a,2,5,0.75,4,5,0
990-RISCY-a-2-c5-u0.7-m4-p7-f0,990,RISCY-a,2,5,0.7,4,7,0
1028-RISCY-a-2-c5-u0.8-m1-p6-f0,1028,RISCY-a,2,5,0.8,1,6,0
791-RISCY-a-2-c2-u0.75-m3-p8-f0,791,RISCY-a,2,2,0.75,3,8,0
1219-RISCY-a-2-c20-u0.75-m1-p1-f0,1219,RISCY-a,2,20,0.75,1,1,0
749-RISCY-a-2-c2-u0.7-m2-p6-f0,749,RISCY-a,2,2,0.7,2,6,0
742-RISCY-a-2-c2-u0.7-m1-p6-f0,742,RISCY-a,2,2,0.7,1,6,0
1139-RISCY-a-2-c5-u0.8-m2-p4-f1,1139,RISCY-a,2,5,0.8,2,4,1
1021-RISCY-a-2-c5-u0.75-m4-p7-f0,1021,RISCY-a,2,5,0.75,4,7,0
801-RISCY-a-2-c2-u0.8-m1-p2-f0,801,RISCY-a,2,2,0.8,1,2,0
797-RISCY-a-2-c2-u0.75-m4-p6-f0,797,RISCY-a,2,2,0.75,4,6,0
1248-RISCY-a-2-c20-u0.8-m2-p2-f0,1248,RISCY-a,2,20,0.8,2,2,0
805-RISCY-a-2-c2-u0.8-m1-p7-f0,805,RISCY-a,2,2,0.8,1,7,0
1253-RISCY-a-2-c20-u0.85-m3-p2-f0,1253,RISCY-a,2,20,0.85,3,2,0
928-RISCY-a-2-c2-u0.85-m3-p1-f1,928,RISCY-a,2,2,0.85,3,1,1
1082-RISCY-a-2-c5-u0.7-m1-p3-f1,1082,RISCY-a,2,5,0.7,1,3,1
776-RISCY-a-2-c2-u0.75-m2-p1-f0,776,RISCY-a,2,2,0.75,2,1,0
959-RISCY-a-2-c5-u0.7-m1-p1-f0,959,RISCY-a,2,5,0.7,1,1,0
1243-RISCY-a-2-c20-u0.8-m1-p5-f0,1243,RISCY-a,2,20,0.8,1,5,0
1027-RISCY-a-2-c5-u0.8-m1-p5-f0,1027,RISCY-a,2,5,0.8,1,5,0
1199-RISCY-a-2-c20-u0.7-m1-p3-f0,1199,RISCY-a,2,20,0.7,1,3,0
1101-RISCY-a-2-c5-u0.7-m3-p6-f1,1101,RISCY-a,2,5,0.7,3,6,1
1093-RISCY-a-2-c5-u0.7-m2-p6-f1,1093,RISCY-a,2,5,0.7,2,6,1
1098-RISCY-a-2-c5-u0.7-m3-p3-f1,1098,RISCY-a,2,5,0.7,3,3,1
1152-RISCY-a-2-c5-u0.85-m1-p1-f1,1152,RISCY-a,2,5,0.85,1,1,1
1034-RISCY-a-2-c5-u0.8-m2-p4-f0,1034,RISCY-a,2,5,0.8,2,4,0
1087-RISCY-a-2-c5-u0.7-m1-p8-f1,1087,RISCY-a,2,5,0.7,1,8,1
1175-RISCY-a-2-c5-u0.85-m3-p8-f1,1175,RISCY-a,2,5,0.85,3,8,1
1318-RISCY-a-2-c20-u0.8-m2-p5-f1,1318,RISCY-a,2,20,0.8,2,5,1
1327-RISCY-a-2-c20-u0.8-m3-p6-f1,1327,RISCY-a,2,20,0.8,3,6,1
1255-RISCY-a-2-c20-u0.85-m3-p4-f0,1255,RISCY-a,2,20,0.85,3,4,0
1173-RISCY-a-2-c5-u0.85-m3-p6-f1,1173,RISCY-a,2,5,0.85,3,6,1
993-RISCY-a-2-c5-u0.75-m1-p2-f0,993,RISCY-a,2,5,0.75,1,2,0
930-RISCY-a-2-c2-u0.85-m3-p3-f1,930,RISCY-a,2,2,0.85,3,3,1
1169-RISCY-a-2-c5-u0.85-m3-p2-f1,1169,RISCY-a,2,5,0.85,3,2,1
1089-RISCY-a-2-c5-u0.7-m2-p2-f1,1089,RISCY-a,2,5,0.7,2,2,1
971-RISCY-a-2-c5-u0.7-m2-p4-f0,971,RISCY-a,2,5,0.7,2,4,0
1286-RISCY-a-2-c20-u0.75-m1-p4-f1,1286,RISCY-a,2,20,0.75,1,4,1
1312-RISCY-a-2-c20-u0.8-m1-p7-f1,1312,RISCY-a,2,20,0.8,1,7,1
760-RISCY-a-2-c2-u0.7-m4-p2-f0,760,RISCY-a,2,2,0.7,4,2,0
1241-RISCY-a-2-c20-u0.8-m1-p2-f0,1241,RISCY-a,2,20,0.8,1,2,0
1110-RISCY-a-2-c5-u0.75-m1-p7-f1,1110,RISCY-a,2,5,0.75,1,7,1
848-RISCY-a-2-c2-u0.7-m2-p1-f1,848,RISCY-a,2,2,0.7,2,1,1
1291-RISCY-a-2-c20-u0.75-m2-p1-f1,1291,RISCY-a,2,20,0.75,2,1,1
914-RISCY-a-2-c2-u0.85-m1-p3-f1,914,RISCY-a,2,2,0.85,1,3,1
883-RISCY-a-2-c2-u0.75-m3-p4-f1,883,RISCY-a,2,2,0.75,3,4,1
955-RISCY-a-2-c2-u0.9-m3-p5-f1,955,RISCY-a,2,2,0.9,3,5,1
882-RISCY-a-2-c2-u0.75-m3-p3-f1,882,RISCY-a,2,2,0.75,3,3,1
1091-RISCY-a-2-c5-u0.7-m2-p4-f1,1091,RISCY-a,2,5,0.7,2,4,1
1036-RISCY-a-2-c5-u0.8-m2-p6-f0,1036,RISCY-a,2,5,0.8,2,6,0
1317-RISCY-a-2-c20-u0.8-m2-p4-f1,1317,RISCY-a,2,20,0.8,2,4,1
818-RISCY-a-2-c2-u0.8-m3-p8-f0,818,RISCY-a,2,2,0.8,3,8,0
988-RISCY-a-2-c5-u0.7-m4-p5-f0,988,RISCY-a,2,5,0.7,4,5,0
1201-RISCY-a-2-c20-u0.7-m1-p5-f0,1201,RISCY-a,2,20,0.7,1,5,0
1265-RISCY-a-2-c20-u0.7-m1-p7-f1,1265,RISCY-a,2,20,0.7,1,7,1
855-RISCY-a-2-c2-u0.7-m2-p8-f1,855,RISCY-a,2,2,0.7,2,8,1
884-RISCY-a-2-c2-u0.75-m3-p5-f1,884,RISCY-a,2,2,0.75,3,5,1
1345-RISCY-a-2-c20-u0.85-m2-p8-f1,1345,RISCY-a,2,20,0.85,2,8,1
1308-RISCY-a-2-c20-u0.8-m1-p2-f1,1308,RISCY-a,2,20,0.8,1,2,1
922-RISCY-a-2-c2-u0.85-m2-p3-f1,922,RISCY-a,2,2,0.85,2,3,1
1229-RISCY-a-2-c20-u0.75-m2-p3-f0,1229,RISCY-a,2,20,0.75,2,3,0
1006-RISCY-a-2-c5-u0.75-m2-p7-f0,1006,RISCY-a,2,5,0.75,2,7,0
781-RISCY-a-2-c2-u0.75-m2-p6-f0,781,RISCY-a,2,2,0.75,2,6,0
1104-RISCY-a-2-c5-u0.75-m1-p1-f1,1104,RISCY-a,2,5,0.75,1,1,1
1270-RISCY-a-2-c20-u0.7-m2-p4-f1,1270,RISCY-a,2,20,0.7,2,4,1
6304-RISCY-FPU-b-2-c2-u0.7-m2-p2-f1,6304,RISCY-FPU-b,2,2,0.7,2,2,1
6522-RISCY-FPU-b-2-c5-u0.7-m1-p5-f1,6522,RISCY-FPU-b,2,5,0.7,1,5,1
6409-RISCY-FPU-b-2-c5-u0.7-m1-p4-f0,6409,RISCY-FPU-b,2,5,0.7,1,4,0
6490-RISCY-FPU-b-2-c5-u0.85-m3-p5-f0,6490,RISCY-FPU-b,2,5,0.85,3,5,0
6443-RISCY-FPU-b-2-c5-u0.75-m3-p6-f0,6443,RISCY-FPU-b,2,5,0.75,3,6,0
6597-RISCY-FPU-b-2-c5-u0.85-m2-p8-f1,6597,RISCY-FPU-b,2,5,0.85,2,8,1
6418-RISCY-FPU-b-2-c5-u0.7-m2-p5-f0,6418,RISCY-FPU-b,2,5,0.7,2,5,0
6499-RISCY-FPU-b-2-c5-u0.9-m1-p6-f0,6499,RISCY-FPU-b,2,5,0.9,1,6,0
6607-RISCY-FPU-b-2-c5-u0.9-m1-p2-f1,6607,RISCY-FPU-b,2,5,0.9,1,2,1
6300-RISCY-FPU-b-2-c2-u0.7-m1-p6-f1,6300,RISCY-FPU-b,2,2,0.7,1,6,1
6411-RISCY-FPU-b-2-c5-u0.7-m1-p6-f0,6411,RISCY-FPU-b,2,5,0.7,1,6,0
6397-RISCY-FPU-b-2-c2-u0.9-m2-p8-f1,6397,RISCY-FPU-b,2,2,0.9,2,8,1
6636-RISCY-FPU-b-2-c20-u0.7-m1-p7-f1,6636,RISCY-FPU-b,2,20,0.7,1,7,1
6486-RISCY-FPU-b-2-c5-u0.85-m3-p1-f0,6486,RISCY-FPU-b,2,5,0.85,3,1,0
6403-RISCY-FPU-b-2-c2-u0.9-m3-p6-f1,6403,RISCY-FPU-b,2,2,0.9,3,6,1
6500-RISCY-FPU-b-2-c5-u0.9-m1-p7-f0,6500,RISCY-FPU-b,2,5,0.9,1,7,0
6466-RISCY-FPU-b-2-c5-u0.8-m3-p5-f0,6466,RISCY-FPU-b,2,5,0.8,3,5,0
6318-RISCY-FPU-b-2-c2-u0.7-m3-p8-f1,6318,RISCY-FPU-b,2,2,0.7,3,8,1
6580-RISCY-FPU-b-2-c5-u0.8-m3-p7-f1,6580,RISCY-FPU-b,2,5,0.8,3,7,1
6519-RISCY-FPU-b-2-c5-u0.7-m1-p2-f1,6519,RISCY-FPU-b,2,5,0.7,1,2,1
6646-RISCY-FPU-b-2-c20-u0.75-m1-p2-f1,6646,RISCY-FPU-b,2,20,0.75,1,2,1
6559-RISCY-FPU-b-2-c5-u0.8-m1-p2-f1,6559,RISCY-FPU-b,2,5,0.8,1,2,1
6391-RISCY-FPU-b-2-c2-u0.9-m2-p2-f1,6391,RISCY-FPU-b,2,2,0.9,2,2,1
6347-RISCY-FPU-b-2-c2-u0.8-m2-p5-f1,6347,RISCY-FPU-b,2,2,0.8,2,5,1
6621-RISCY-FPU-b-2-c5-u0.9-m2-p8-f1,6621,RISCY-FPU-b,2,5,0.9,2,8,1
6677-RISCY-FPU-b-2-c20-u0.9-m1-p3-f1,6677,RISCY-FPU-b,2,20,0.9,1,3,1
6650-RISCY-FPU-b-2-c20-u0.75-m1-p6-f1,6650,RISCY-FPU-b,2,20,0.75,1,6,1
6568-RISCY-FPU-b-2-c5-u0.8-m2-p3-f1,6568,RISCY-FPU-b,2,5,0.8,2,3,1
6460-RISCY-FPU-b-2-c5-u0.8-m2-p7-f0,6460,RISCY-FPU-b,2,5,0.8,2,7,0
